code;name;baseidd;region;idd;time_start;time_end;opening_date;zone;s_stat;phone;phoneext;email;addr
689;м-н Смоленск ТЦ Галактика;0001455;Центральный регион;00005550004121887;10:00;21:00;2012-12-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1425;rozn1455@gloria-jeans.ru;г.Смоленск, ул.Ново-Московская 2/8
816;м-н Новомосковск ТЦ Первый;0001582;Центральный регион;00005550004121890;10:00;22:00;2013-11-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1940;rozn1582@gloria-jeans.ru;Тульская обл., Новомосковск г., улица Трудовые Резервы, 33 Б
692;м-н Канск ТЦ Порт Артур;0001458;Сибирь;00005550004121892;10:00;20:00;2012-12-22 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1807;rozn1458@gloria-jeans.ru;г. Канск, ул. 40 лет Октября 62, стр. 4, пом.15
693;м-н Чита Ленина;0001459;Сибирь;00005550004121895;10:00;20:00;2012-11-18 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1792;rozn1459@gloria-jeans.ru;г. Чита, ул. Ленина 124
694;м-н Братск Кирова;0001460;Сибирь;00005550004121897;10:00;20:00;2012-11-29 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1797;rozn1460@gloria-jeans.ru;Иркутская обл., г.Братск, ул. Кирова 35
695;м-н Белорецк ТЦ Белорецк;0001461;Урал;00005550004121898;10:00;20:00;2012-12-19 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1803;rozn1461@gloria-jeans.ru;г.Белорецк, ул.Точисского,  д.9
696;м-н Качканар ТЦ Восток-Центр;0001462;Урал;00005550004121901;10:00;20:00;2012-12-08 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1802;rozn1462@gloria-jeans.ru;обл.Свердловская, г.Качканар, ул.Гикалова, д.7б
822;м-н Арзамас ТЦ Манго;0001588;Центральный регион;00005550004121902;09:00;20:00;2013-12-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1918;rozn1588@gloria-jeans.ru;Нижегородская обл, г. Арзамас, ул Мира, д 13
698;м-н С.-Петербург ТРЦ Монпансье;0001464;Северо-Западный регион;00005550004121907;10:00;22:00;2016-11-18 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1933;rozn1464@gloria-jeans.ru;г. Санкт-Петербург, ул. Планерна, 59
826;м-н Новокузнецк ТЦ Сити Молл;0001592;Сибирь;00005550004121908;10:00;22:00;2013-12-28 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1939;rozn1592@gloria-jeans.ru;г. Новокузнецк, ул. Кирова д.55
699;м-н Нягань ТЦ Оазис Плаза;0001465;Урал;00005550004121909;10:00;22:00;2012-10-12 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1783;rozn1465@gloria-jeans.ru;ХМАО-ЮГРА, г. Нягань, ул. Ленина 28
700;м-н Дальнегорск 50 лет Октября;0001466;Дальний Восток;00005550004121910;10:00;20:00;2012-09-22 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1780;rozn1466@gloria-jeans.ru;Приморский край, г. Дальнегорск, пр. 50 лет Октября 32Б
702;м-н Барнаул ТЦ Огни;0001468;Сибирь;00005550004121912;10:00;21:00;2012-12-15 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1250;rozn1468@gloria-jeans.ru;г. Барнаул, ул. Антона Петрова 219 Б
705;м-н Череповец ТЦ Макси;0001471;Северо-Западный регион;00005550004121917;10:00;21:00;2012-12-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1654;rozn1471@gloria-jeans.ru;Вологодская область, г.Череповец, пр.Победы 188А
706;м-н Верхняя Пышма Кировский;0001472;Урал;00005550004121918;10:00;22:00;2012-12-28 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1808;rozn1472@gloria-jeans.ru;Свердловская область, г. Верхняя Пышма, ул. Орджоникидзе 18
707;м-н Краснокамск ТЦ Виват;0001473;Урал;00005550004121919;10:00;20:00;2013-03-29 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1823;rozn1473@gloria-jeans.ru;Пермский  край, г. Краснокамск, п-т Маяковского 7а
708;м-н Подольск ТЦ Октябрьский;0001474;Центральный регион;00005550004121920;10:00;22:00;2012-12-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1825;rozn1474@gloria-jeans.ru;Московская область, г.Подольск, пр.Октябрьский 9в
709;м-н Ростов ТЦ Мега;0001475;Южный регион;00005550004121922;10:00;22:00;2012-12-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1946;rozn1475@gloria-jeans.ru;Ростовская обл., г. Аксай, пр. Аксайский 23
712;м-н Стерлитамак ТЦ Арбат;0001478;Поволжье;00005550004121951;10:00;21:00;2013-02-14 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1815;rozn1478@gloria-jeans.ru;г. Стерлитамак, ул Артёма 96
713;м-н Сочи ТЦ СанСити;0001479;Южный регион;00005550004121952;10:00;21:00;2013-03-08 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1821;rozn1479@gloria-jeans.ru;г.Сочи, ул.Северная 6
714;м-н Прокопьевск Звездный;0001480;Сибирь;00005550004121953;10:00;21:00;2013-03-05 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1819;rozn1480@gloria-jeans.ru;г.Прокопьевск, ул.Институтская 18/1
715;м-н Дербент ТЦ Гермес;0001481;Южный регион;00005550004121954;09:00;19:00;2013-03-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1822;rozn1481@gloria-jeans.ru;Республика Дагестан, г. Дербент ул. 345 Дагестанской стрелковой дивизии д.1\5
716;м-н Екатеринбург ТЦ Ботаника Молл;0001482;Урал;00005550004121958;10:00;22:00;2013-03-08 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1820;rozn1482@gloria-jeans.ru;г. Екатеринбург, ул. Академика Шварца, 1
717;м-н Казань ТЦ Парк Хаус;0001483;Поволжье;00005550004121960;10:00;22:00;2013-04-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1665;rozn1483@gloria-jeans.ru;г. Казань, ул. Ямашева 46
718;м-н Ивантеевка ТЦ Гагарин;0001484;Центральный регион;00005550004121961;10:00;22:00;2013-03-30 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1824;rozn1484@gloria-jeans.ru;Московская область, г. Ивантеевка ул. Советский пр-т 2а
719;м-н Нижневартовск ТЦ Европа;0001485;Урал;00005550004121963;10:00;22:00;2013-04-27 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1828;rozn1485@gloria-jeans.ru;г. Нижневартовск, ул. Чапаева 27
720;м-н Елабуга ТЦ Мираж;0001486;Поволжье;00005550004121964;10:00;20:00;2013-04-18 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1826;rozn1486@gloria-jeans.ru;г. Елабуга, ул. Марджани 34
721;м-н Улан-Удэ ТЦ Классик Мода;0001487;Сибирь;00005550004121966;10:00;20:00;2012-07-31 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1749;rozn1487@gloria-jeans.ru;г. Улан-Уде, ул. Каландаришвили 30
722;м-н С.-Петербург ТК Континент Звездный;0001488;Северо-Западный регион;00005550004121967;10:00;22:00;2013-04-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1827;rozn1488@gloria-jeans.ru;г. Санкт-Петербург,ул.Ленсовета 97 литер А
725;м-н Солнечногорск ТЦ Солнечный;0001491;Центральный регион;00005550004121970;10:00;22:00;2014-04-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1955;rozn1491@gloria-jeans.ru;г.Солнечногорск, ул. Красная, д.22А
726;м-н Ангарск ТЦ Фестиваль;0001492;Сибирь;00005550004121990;10:00;21:00;2013-05-25 00:00:00.000;UTC +08:00;Подготовка к закрытию;8-800-500-82-82;1858;rozn1492@gloria-jeans.ru;Иркутская обл., г. Ангарск, 192 квартал, 12
727;м-н Ставрополь Кулакова;0001493;Южный регион;00005550004121991;09:00;20:00;2013-05-18 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1260;rozn1493@gloria-jeans.ru;г. Ставрополь, ул Кулакова д 29А
728;м-н Туапсе ТЦ Красная площадь;0001494;Южный регион;00005550004121992;10:00;22:00;2013-06-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1735;rozn1494@gloria-jeans.ru;г. Туапсе, ул Сочинская  2
729;м-н Боровичи ТЦ Теремок;0001495;Северо-Западный регион;00005550004121993;10:00;20:00;2013-06-20 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1574;rozn1495@gloria-jeans.ru;Новгородская обл, г. Боровичи, ул Кузнецова, д 64
731;м-н Пермь ТЦ Браво;0001497;Урал;00005550004121996;10:00;21:00;2013-06-29 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1831;rozn1497@gloria-jeans.ru;Пермский край, г.Пермь, ул.Светлогорская 20 А
732;м-н Иркутск ТЦ Модный Квартал;0001498;Сибирь;00005550004121997;10:00;22:00;2013-07-12 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1833;rozn1498@gloria-jeans.ru;г. Иркутск, ул 3-го Июля 25
733;м-н Махачкала Гамзатова;0001499;Южный регион;00005550004121999;10:00;20:00;2013-07-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1835;rozn1499@gloria-jeans.ru;г. Махачкала, пр-кт Р.Гамзатова 23
734;м-н Красноярск ТЦ Мега;0001500;Сибирь;00005550004122000;10:00;21:00;2013-07-13 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1834;rozn1500@gloria-jeans.ru;г. Красноярск, пр им. Газеты Красноярский рабочий 27, стр 78
736;м-н Волгоград ТРЦ Ворошиловский;0001502;Южный регион;00005550004122002;10:00;22:00;2013-07-06 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1832;rozn1502@gloria-jeans.ru;г. Волгоград, ул. Рабоче-крестьянская 9Б
737;м-н Алексин Мира;0001503;Центральный регион;00005550004122003;10:00;20:00;2013-07-30 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1838;rozn1503@gloria-jeans.ru;Тульская обл, г Алексин, ул Мира 20
738;м-н Норильск ТЦ Сказка;0001504;Сибирь;00005550004122005;10:00;20:00;2013-08-24 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1857;rozn1504@gloria-jeans.ru;г. Норильск, ул. Талнахская, д.44
739;м-н Тимашевск ТЦ Атриум;0001505;Южный регион;00005550004122006;08:00;19:00;2013-07-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1837;rozn1505@gloria-jeans.ru;г.Тимашевск, ул Пролетарская, 114а
740;м-н Махачкала Сепараторный;0001506;Южный регион;00005550004122007;10:00;20:00;2013-12-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1935;rozn1506@gloria-jeans.ru;Г. Махачкала, пр. Акушинского д 45В
743;м-н Благовещенск ТЦ Острова;0001509;Дальний Восток;00005550004122030;10:00;22:00;2013-07-27 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1836;rozn1509@gloria-jeans.ru;г. Благовещенск, ул Мухина, 114
744;м-н Улан-Удэ ТЦ Большой;0001510;Сибирь;00005550004122031;10:00;20:00;2013-08-01 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1839;rozn1510@gloria-jeans.ru;Республика Бурятия, г.Улан-Удэ, ул. Ленина, д.35
745;м-н Елец ТЦ Ваш Дом;0001511;Центральный регион;00005550004122032;09:00;20:00;2013-08-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1415;rozn1511@gloria-jeans.ru;Липецкая обл, г.Елец, ул.Радиотехническая д.5
747;м-н Набережные Челны ТЦ Алтын;0001513;Поволжье;00005550004122035;10:00;21:00;2013-08-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1852;rozn1513@gloria-jeans.ru;г. Набережные  Челны, Сармановский тракт, д 48 А
748;м-н Сибай Белова;0001514;Урал;00005550004122037;10:00;20:00;2013-09-01 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1853;rozn1514@gloria-jeans.ru;Башкортостан, г. Сибай, ул Белова д 13
750;м-н Троицк ТЦ Омега;0001516;Урал;00005550004122040;10:00;20:00;2013-11-23 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1897;rozn1516@gloria-jeans.ru;Челябинская обл., г.Троицк, ул. Гагарина д 130
754;м-н Волгоград ТЦ Акварель;0001520;Южный регион;00005550004122061;10:00;22:00;2013-08-31 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1854;rozn1520@gloria-jeans.ru;г. Волгоград, проспект Университетский, д.107
757;м-н Чернушка Юбилейная;0001523;Урал;00005550004122064;10:00;20:00;2013-08-31 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1855;rozn1523@gloria-jeans.ru;Пермский край, г. Чернушка, ул. Юбилейная, д. 40
759;м-н Владивосток ТЦ Надежда;0001525;Дальний Восток;00005550004122066;10:00;20:00;2013-08-24 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1849;rozn1525@gloria-jeans.ru; г. Владивосток, ул. Фадеева, д. 1-а
760;м-н Юрга ТЦ Спутник;0001526;Сибирь;00005550004122067;10:00;21:00;2013-08-23 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1774;rozn1526@gloria-jeans.ru;Кемеровская обл, г.Юрга, ул.Машиностроителей, д.32
761;м-н Тула Горького;0001527;Центральный регион;00005550004122068;10:00;21:00;2013-08-10 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1920;rozn1527@gloria-jeans.ru;г. Тула , ул. М. Горького д. 7
762;м-н Калуга ТЦ Суворовский;0001528;Центральный регион;00005550004122069;09:00;21:00;2013-08-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1844;rozn1528@gloria-jeans.ru;г. Калуга, ул. Суворова 113
764;м-н Нижний Новгород ТЦ Республика;0001530;Центральный регион;00005550004122074;09:00;21:00;2013-08-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1845;rozn1530@gloria-jeans.ru;г. Нижний  Новгород, пл. Революции, д.9
767;м-н Щербинка ТЦ Акварель;0001533;Центральный регион;00005550004122077;10:00;22:00;2013-10-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1877;rozn1533@gloria-jeans.ru;г.Щербинка, ул. Железнодорожная, д. 44
769;м-н Армавир ТЦ Красная площадь;0001535;Южный регион;00005550004122079;10:00;22:00;2013-10-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1293;rozn1535@gloria-jeans.ru;г. Армавир, ул.Воровского, 69
770;м-н Кызыл Дружбы;0001536;Сибирь;00005550004122080;10:00;20:00;2013-09-28 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1864;rozn1536@gloria-jeans.ru;Республика Тыва, г. Кызыл, ул. Дружбы, 140а
771;м-н Находка ТЦ Купеческий Двор;0001537;Дальний Восток;00005550004122081;10:00;20:00;2013-10-26 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1875;rozn1537@gloria-jeans.ru; г.Находка, ул.Сидоренко, д.1, строение 12
773;м-н Кириши ТЦ Ладога;0001539;Северо-Западный регион;00005550004122086;11:00;20:00;2013-09-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1863;rozn1539@gloria-jeans.ru;Ленинградская обл., г.Кириши, пр.Героев, д.11
776;м-н Тамбов ТЦ Акварель;0001542;Центральный регион;00005550004122089;10:00;22:00;2013-11-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1958;rozn1542@gloria-jeans.ru;г.Тамбов, Студенецкая набережная 20-А
777;м-н Кострома ТЦ РИО;0001543;Центральный регион;00005550004122091;10:00;22:00;2013-10-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1929;rozn1543@gloria-jeans.ru;г.Кострома, Магистральная улица, д. 20
778;м-н Миллерово ТЦ Рынок;0001544;Южный регион;00005550004122092;09:00;19:00;2013-10-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1629;rozn1544@gloria-jeans.ru;г.Миллерово, ул. Л.Толстого, д.44
782;м-н Шахты ТЦ Максимум;0001548;Южный регион;00005550004122098;09:00;20:00;2013-11-23 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1895;rozn1548@gloria-jeans.ru;г.Шахты, пр. Красный Шахтер, д 78
783;м-н Владикавказ ТЦ Столица;0001549;Южный регион;00005550004122099;10:00;21:00;2014-05-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1925;rozn1549@gloria-jeans.ru;г.Владикавказ, ул Международная, д 2а
787;м-н Самара ТЦ Ди Порт;0001553;Поволжье;00005550004122104;09:00;21:00;2013-12-07 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1908;rozn1553@gloria-jeans.ru;г. Самара , проезд Мальцева 7
788;м-н Омск Кирова;0001554;Сибирь;00005550004122105;10:00;21:00;2013-12-12 00:00:00.000;UTC +06:00;Действует;8-800-500-82-82;1909;rozn1554@gloria-jeans.ru;г. Омск, ул. Кирова д 20
789;м-н Новосибирск ТЦ Мега;0001555;Сибирь;00005550004122107;10:00;22:00;2013-12-27 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1942;rozn1555@gloria-jeans.ru;г.Новосибирск, Кировский р-н, ул.Ватутина 107
790;м-н Саянск ТЦ Скиф;0001556;Сибирь;00005550004122108;10:00;20:00;2014-03-21 00:00:00.000;UTC +08:00;Временно не работает;8-800-500-82-82;1952;rozn1556@gloria-jeans.ru;г.Саянск ,мкр. Строителей , стр-ние 44
791;м-н Новосибирск СТД;0001557;Сибирь;00005550004122109;10:00;20:00;2013-12-26 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1941;rozn1557@gloria-jeans.ru;г. Новосибирск, ул Вокзальная магистраль, д 4а
792;м-н Черемхово ТЦ РИО;0001558;Сибирь;00005550004122110;10:00;20:00;2013-12-25 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1965;rozn1558@gloria-jeans.ru;г.Черемхово, ул. Некрасова , д 19
793;м-н Усть-Илимск Мира;0001559;Сибирь;00005550004122111;10:00;20:00;2013-12-21 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1962;rozn1559@gloria-jeans.ru;г.Усть-Илимск, ул Мира д 7
794;м-н Ярославль ТЦ Аура;0001560;Центральный регион;00005550004122112;10:00;22:00;2013-12-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1907;rozn1560@gloria-jeans.ru;г. Ярославль, ул. Свободы, д.46а
796;м-н Ялуторовск ТЦ Гулливер;0001562;Урал;00005550004122114;09:00;19:00;2013-11-30 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1902;rozn1562@gloria-jeans.ru;г. Ялуторовск, ул Свободы 177
797;м-н Магадан ТЦ Гранд;0001563;Дальний Восток;00005550004122116;10:00;21:00;2013-11-16 00:00:00.000;UTC +11:00;Действует;8-800-500-82-82;1891;rozn1563@gloria-jeans.ru;г. Магадан, ул. Гагарина, д. 28
798;м-н Тобольск ТЦ Жемчужина Сибири;0001564;Урал;00005550004122119;10:00;22:00;2013-10-18 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1870;rozn1564@gloria-jeans.ru; г.Тобольск ТЦ Жемчужина Сибири 7-микрорайон,строение 30
799;м-н Оренбург Армада;0001565;Поволжье;00005550004122130;10:00;22:00;2013-09-30 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1865;rozn1565@gloria-jeans.ru;г. Оренбург, Шарлыкское ш.1/2
800;м-н Екатеринбург ТЦ Радуга;0001566;Урал;00005550004122131;10:00;22:00;2013-10-13 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1869;rozn1566@gloria-jeans.ru;г.Екатеринбург, ул. Репина 98
806;м-н Норильск ТЦ Арена;0001572;Сибирь;00005550004122152;10:00;22:00;2013-12-20 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1916;rozn1572@gloria-jeans.ru;г. Норильск , ул Орджоникидзе ,5а,
830;м-н Полтава ТЦ Экватор;0001596;Украина;00005550004360160;10:00;22:00;2012-08-02 00:00:00.000;UTC +02:00;Подготовка к закрытию;+380-53-261-22-18;1742;rozn1596@gloria-jeans.ru;м. Полтава, вул. Ковпака, 26
831;м-н Киев ТЦ Район;0001957;Украина;00005550004360281;10:00;22:00;2012-10-27 00:00:00.000;UTC +02:00;Подготовка к закрытию;+380-44-371-15-39;1788;rozn1957@gloria-jeans.ru;м. Київ, вул. Миколи Лаврухіна, 4
832;м-н Херсон ТЦ Фабрика;0001598;Украина;00005550004360282;10:00;21:00;2012-11-08 00:00:00.000;UTC +03:00;Действует;+380-55-235-53-30;1791;rozn1598@gloria-jeans.ru;м. Херсон, вул. Залаегерсег, 18
833;м-н Николаев ТЦ АТБ;0001599;Украина;00005550004420925;09:00;21:00;2012-12-01 00:00:00.000;UTC +02:00;Подготовка к закрытию;+380-51-224-70-68;1799;rozn1599@gloria-jeans.ru;м. Миколаїв, пр-т Центральний, 154
837;м-н Ессентуки Дионис;0001603;Южный регион;00005550004610498;09:00;20:00;2016-06-30 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1981;rozn1603@gloria-jeans.ru;г. Ессентуки, улица Интернациональная, дом 27
839;м-н Рыбинск ТЦ Космос;0001605;Центральный регион;00005550004665538;10:00;20:00;2009-11-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1779;rozn1605@gloria-jeans.ru;г. Рыбинск, ул. М. Горького, д.10
840;м-н Иркутск ТЦ Детский мир;0001606;Сибирь;00005550004909773;10:00;20:00;2012-12-06 00:00:00.000;UTC +08:00;Действует;8-800-500-82-82;1030;rozn1606@gloria-jeans.ru;г. Иркутск, ул. Урицкого, 1, копр. 3
841;м-н Киев ТЦ Городок;0001607;Украина;00005550005004867;10:00;21:00;2013-03-01 00:00:00.000;UTC +03:00;Подготовка к закрытию;+380-44-500-19-21;1817;rozn1607@gloria-jeans.ru;м. Київ, пр-т. Московський, 23 літера А
842;м-н Черкассы ТЦ Любава;0001608;Украина;00005550005004868;10:00;21:00;2013-04-05 00:00:00.000;UTC +02:00;Подготовка к закрытию;+380-47-259-98-11;1277;rozn1608@gloria-jeans.ru;м. Черкаси, бул. Шевченко 208/1
843;м-н Ижевск ТЦ Сигма;0001609;Поволжье;00005550005791861;10:00;21:00;2013-12-20 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1919;rozn1609@gloria-jeans.ru;Р-ка Удмуртия, г. Ижевск, пер Широкий, дом. 53
844;м-н Екатеринбург ТЦ Глобус;0001610;Урал;00005550005791862;10:00;22:00;2013-12-28 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1927;rozn1610@gloria-jeans.ru;Г. Екатеринбург , ул. Щербакова д4
845;м-н Мичуринск Советская;0001611;Центральный регион;00005550005791869;09:00;19:00;2013-12-19 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1915;rozn1611@gloria-jeans.ru;Тамбовская обл., г. Мичуринск , ул Советская, д 304
846;м-н С.-Петербург ТЦ Заневский Каскад;0001612;Северо-Западный регион;00005550005791870;10:00;22:00;2013-12-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1949;rozn1612@gloria-jeans.ru;г. Санкт-Петербург,  пр-кт Заневский участок 1, дом 71 корпус 1 литер А
847;м-н Старый Оскол ТЦ Маскарад;0001613;Центральный регион;00005550005791871;10:00;21:00;2013-12-26 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1957;rozn1613@gloria-jeans.ru;Белгородская область, г. Старый Оскол, пр. Молодежный 10
864;м-н Саранск ТЦ Сити Парк;0001630;Поволжье;00005550005791872;10:00;22:00;2016-03-31 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1890;rozn1630@gloria-jeans.ru;г. Саранск, ул. Волгоградская, 71
848;м-н Саратов ТЦ Оранжевый;0001614;Поволжье;00005550005791874;10:00;21:00;2014-03-07 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1951;rozn1614@gloria-jeans.ru;Г. Саратов , пл Орджоникидзе д. 1
865;м-н Югорск ТЦ Лайнер;0001631;Урал;00005550005791876;10:00;22:00;2016-07-22 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1984;rozn1631@gloria-jeans.ru;Ханты-Мансийский АО, г.Югорск , ул. Октябрьская, 2
850;м-н Буденновск Октябрьская;0001616;Южный регион;00005550005791877;09:00;19:00;2013-12-21 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1924;rozn1616@gloria-jeans.ru;г. Буденновск, ул Октябрьская , д79
866;м-н Междуреченск ТЦ Мария Ра;0001632;Сибирь;00005550005791878;10:00;20:00;2014-04-25 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1936;rozn1632@gloria-jeans.ru;Кемеровская область, г. Междуреченск, ул Интернациональная д 14
851;м-н Иваново Тополь;0001617;Центральный регион;00005550005791879;10:00;22:00;2014-01-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1049;rozn1617@gloria-jeans.ru;г. Иваново, ул. Лежневская, д. 55
867;м-н Балашов ТЦ Айсберг;0001633;Поволжье;00005550005791881;09:00;19:00;2014-04-26 00:00:00.000;UTC +04:00;Действует;8-800-500-82-82;1922;rozn1633@gloria-jeans.ru;Саратовская, обл.   г. Балашова, ул 30 лет Победы, д 156
852;м-н Красная Поляна ТЦ Город Горки;0001618;Южный регион;00005550005791882;10:00;22:00;2014-02-04 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1930;rozn1618@gloria-jeans.ru;Краснодарский край, г. Сочи, Адлерский район, с. Эсто-Садок, ул. Горная карусель, д.3
853;м-н Владимир ТЦ Крейсер;0001619;Центральный регион;00005550005791884;10:00;21:00;2014-03-01 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1926;rozn1619@gloria-jeans.ru;г. Владимир, пр-т Ленина д.46
869;м-н Рыбинск ТЦ Виконда;0001635;Центральный регион;00005550005791885;10:00;21:00;2014-05-22 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1948;rozn1635@gloria-jeans.ru;г. Рыбинск, Бабушкина улица, д. 29
870;м-н Железногорск ТЦ Матис;0001636;Центральный регион;00005550005791888;09:00;21:00;2014-06-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1928;rozn1636@gloria-jeans.ru;Курская обл, г. Железногорск, ул.Димитрова,з.18
871;м-н Серов ТЦ Небо;0001637;Урал;00005550005791889;10:00;21:00;2014-06-07 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1953;rozn1637@gloria-jeans.ru;Свердловская обл.,г.Серов, ул.Ленина, д.215
873;м-н Якутск ТЦ Утум;0001639;Сибирь;00005550005791891;10:00;20:00;2014-05-01 00:00:00.000;UTC +09:00;Действует;8-800-500-82-82;1967;rozn1639@gloria-jeans.ru;г. Якутск, ул Курашова , строение 4В
874;м-н Рубцовск ТЦ Радуга;0001640;Сибирь;00005550005791892;10:00;21:00;2014-05-24 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1947;rozn1640@gloria-jeans.ru;Г.Рубцовск, ул.Тракторная, д.17
875;м-н Югорск ТЦ Столичный;0001641;Урал;00005550005791893;10:00;21:00;2014-06-21 00:00:00.000;UTC +05:00;Подготовка к закрытию;+7-3433-51-09-19;1228;rozn1641@gloria-jeans.ru;Ханты-Мансийский АО, Югорск г., ул. Агиришская, 11
854;м-н Челябинск ТЦ Урал;0001620;Урал;00005550005791894;10:00;22:00;2014-03-08 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1964;rozn1620@gloria-jeans.ru;Г. Челябинск , ул Воровского д. 6
